,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
695,MSNBC.com,,"Democratic Senators Kamala Harris and Cory Booker stood out at the Brett Kavanaugh Supreme Court confirmation hearings this week, as many ponder if they plan to make presidential bids. Joy Reid and her panel discuss these and other contenders.",left,2018-09-09T00:03:30Z,msnbc,MSNBC,"Kamala Harris, Cory Booker shine at Kavanaugh Supreme Court hearing",https://www.msnbc.com/am-joy/watch/senate-democrats-press-kavanaugh-at-supreme-court-confirmation-hearing-1315993155683,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_joy_presidentialpreview_180908_1920x1080.1200;630;7;70;5.jpg
696,MSNBC.com,,"Tomorrow morning, President Trump’s Supreme Court nominee, Brett Kavanaugh, will be face-to-face with Senators from the Judiciary Committee and there will be fireworks on a range of issues. Chris Jansing breaks down what we can expect from Judge Kavanaugh’s c…",left,2018-09-03T16:17:43Z,msnbc,MSNBC,What to expect from Judge Brett Kavanaugh’s confirmation hearing,https://www.msnbc.com/velshi-ruhle/watch/what-to-expect-from-judge-brett-kavanaugh-s-confirmation-hearing-1312011843794,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_vr_kavanaugh_180903_1920x1080.1200;630;7;70;5.jpg
697,MSNBC.com,,"Rachel Maddow points out that while many judges are as reliably conservative as Brett Kavanaugh, Kavanaugh is distinct for his opposition to prosecuting presidents, which likely explains the lengths to which Republicans are going to conceal Brett Kavanaugh's …",left,2018-09-05T04:04:35Z,msnbc,MSNBC,GOP carries Kavanaugh weight to protect legally precarious Trump,https://www.msnbc.com/rachel-maddow/watch/gop-carries-kavanaugh-weight-to-protect-legally-precarious-trump-1313054787907,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_a3kavanaugh_180904_1920x1080.1200;630;7;70;5.jpg
698,MSNBC.com,,There were fireworks today at the confirmation hearing of Brett Kavanaugh. Sen Chris Coons sits on the Senate Judiciary Committee.,left,2018-09-04T23:31:51Z,msnbc,MSNBC,Sen. Coons: Kavanaugh ‘outside the mainstream of judicial thinking’,https://www.msnbc.com/hardball/watch/sen-coons-kavanaugh-outside-the-mainstream-of-judicial-thinking-1312881731753,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hardball_coons_180904_1920x1080.1200;630;7;70;5.jpg
699,MSNBC.com,,"Supreme Court nominee Brett Kavanaugh has been accused of sexual assault in his high school days. The accuser is now invited to testify in a hearing on Capitol Hill, where we will also hear from Kavanaugh. Stephanie Ruhle and Ali Velshi are joined by MSNBC le…",left,2018-09-18T17:19:30Z,msnbc,MSNBC,Brett Kavanaugh’s sexual assault public hearing set for Monday,https://www.msnbc.com/velshi-ruhle/watch/brett-kavanaugh-s-sexual-assault-public-hearing-set-for-monday-1323357251974,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_vr_mimi_180918_1920x1080.1200;630;7;70;5.jpg
700,MSNBC.com,,"Judge Brett Kavanaugh has been accused of sexual assault by Christine Blasey Ford, someone who claims to have known Kavanaugh in high school. Stephanie Ruhle breaks down the allegations against the Supreme Court nominee and what this means for his confirmatio…",left,2018-09-17T14:11:36Z,msnbc,MSNBC,Brett Kavanaugh's accuser speaks out about alleged sexual assault,https://www.msnbc.com/stephanie-ruhle/watch/brett-kavanaugh-s-accuser-speaks-out-about-alleged-sexual-assault-1322266179782,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_explainer_180917_1920x1080.1200;630;7;70;5.jpg
701,MSNBC.com,,Senate Democrats hammered Republicans for continuing the nomination process of embattled Supreme Court Nominee Brett Kavanaugh.,left,2018-09-18T23:14:35Z,msnbc,MSNBC,Rep. Jayapal on GOP support for Kavanaugh: They’re living in the dark ages,https://www.msnbc.com/hardball/watch/rep-jayapal-on-gop-support-for-kavanaugh-they-re-living-in-the-dark-ages-1323660355905,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hardball_jayapal_180918_1920x1080.1200;630;7;70;5.jpg
702,MSNBC.com,,Sen. Sheldon Whitehouse (D-R.I.) joins MTP Daily to discuss the start of Brett Kavanaugh's confirmation hearing and why the Democrats didn’t walk out after trying to adjourn it.,left,2018-09-04T21:31:49Z,msnbc,MSNBC,Full Whitehouse Interview: ‘You’ve got to be in the arena’ on Kavanaugh hearing,https://www.msnbc.com/mtp-daily/watch/full-whitehouse-interview-you-ve-got-to-be-in-the-arena-on-kavanaugh-hearing-1312782403992,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mtpd_full_sheldonwhitehouse_180904_1920x1080.1200;630;7;70;5.jpg
703,MSNBC.com,,"As the vote for Supreme Court nominee Judge Brett Kavanaugh’s confirmation looms, a sexual assault allegation against Judge Kavanaugh might push it back. Stephanie Ruhle breaks down Washington’s response to Christine Blasey Ford’s account of sexual assault by…",left,2018-09-17T14:14:55Z,msnbc,MSNBC,GOP Strategist: Brett Kavanaugh cannot sit on this court,https://www.msnbc.com/stephanie-ruhle/watch/brett-kavanaugh-s-confirmation-potentially-on-hold-1322267715998,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_panel_180917_1920x1080.1200;630;7;70;5.jpg
704,MSNBC.com,,"The Trump administration is withholding 102,000 pages of records regarding Supreme Court nominee Brett Kavanaugh’s service in the George W. Bush administration. MSNBC legal analyst Danny Cevallos tells MSNBC’s Frances Rivera it’s an interesting decision becau…",left,2018-09-01T23:30:11Z,msnbc,MSNBC,White House blocks release of Kavanaugh documents before hearing,https://www.msnbc.com/msnbc/watch/why-won-t-trump-admin-release-kavanaugh-papers-from-bush-era-1311338051778,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_msnbc_WHblockKavanaugh_180901_1920x1080.1200;630;7;70;5.jpg
705,MSNBC.com,,"Rachel Maddow points out that between the selection of Brett Kavanaugh for his position on presidential prosecutions and the choice of a lawyer for witnesses in the Trump Russia investigation to process Kavanaugh documents, the Kavanaugh nomination and the Ru…",left,2018-09-07T03:51:11Z,msnbc,MSNBC,"Overlap in Kavanaugh nomination, Trump Russia probe becomes clear",https://www.msnbc.com/rachel-maddow/watch/overlap-in-kavanaugh-nomination-trump-russia-probe-becomes-clear-1314745411607,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_crussia_180906_1920x1080.1200;630;7;70;5.jpg
706,MSNBC.com,,WaPo reporter Seung Min Kim & Fmr U.S. attorneys Chuck Rosenberg & Joyce Vance on the sexual misconduct allegations surrounding Brett Kavanaugh,left,2018-09-14T21:33:37Z,msnbc,MSNBC,"Ahead of vote, alarming allegations emerge about Trump’s SCOTUS pick",https://www.msnbc.com/deadline-white-house/watch/ahead-of-vote-alarming-allegations-emerge-about-trump-s-scotus-pick-1320801859615,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_wh_deadline_kavanaugh_180914_1920x1080.1200;630;7;70;5.jpg
707,MSNBC.com,,"Sen. Amy Klobuchar steps out of the hearing with Brett Kavanaugh to share her impressions of the judge, who she says has  ""very expansive view of executive power.""",left,2018-09-06T01:14:09Z,msnbc,MSNBC,Sen. Amy Klobuchar: Kavanaugh has ‘very expansive’ view of executive power,https://www.msnbc.com/all-in/watch/sen-amy-klobuchar-kavanaugh-has-very-expansive-view-of-executive-power-1313816131902,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hayes_cKlobuchar_180905_1920x1080.1200;630;7;70;5.jpg
708,MSNBC.com,,"After days of Supreme Court confirmation hearings, lawmakers hear from more than two dozen witnesses on both sides of the nomination testify.",left,2018-09-07T18:28:59Z,msnbc,MSNBC,Judge Brett Kavanaugh in final day of Supreme Court confirmation hearings,https://www.msnbc.com/hallie-jackson/watch/judge-brett-kavanaugh-in-final-day-of-supreme-court-confirmation-hearings-1315209283749,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hallie_haake_180907_1920x1080.1200;630;7;70;5.jpg
709,MSNBC.com,,"While the president defended Brett Kavanaugh, his pick for the Supreme Court on Monday, there is reason to believe he would 'nominate a carbon copy of Kavanaugh in a second, as the Washington Post reports.",left,2018-09-18T10:42:06Z,msnbc,MSNBC,Why Trump may be willing to push Kavanaugh aside,https://www.msnbc.com/morning-joe/watch/why-trump-may-be-willing-to-push-kavanaugh-aside-1323104323735,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mj_second_180918_1920x1080.1200;630;7;70;5.jpg
710,MSNBC.com,,"Sen. Amy Klobuchar steps out of the hearing with Brett Kavanaugh to share her impressions of the judge, who she says has  ""very expansive view of executive power.""",left,2018-09-06T01:08:28Z,msnbc,MSNBC,Sen. Chris Murphy: History isn't kind to collaborators,https://www.msnbc.com/all-in/watch/sen-chris-murphy-history-isn-t-kind-to-collaborators-1313808451824,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hayes_aChrisMurphy_180905_1920x1080.1200;630;7;70;5.jpg
711,MSNBC.com,,Senator Cory Booker dares Republicans to expel him for violating what he calls a sham rule in the Senate confirmation hearing of Supreme Court nominee Brett Kavanaugh.,left,2018-09-07T01:17:10Z,msnbc,MSNBC,Senator Cory Booker blasts SCOTUS hearing,https://www.msnbc.com/all-in/watch/senator-cory-booker-blasts-scotus-hearing-1314642499664,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hayes_bCoryBooker_180906_1920x1080.1200;630;7;70;5.jpg
712,MSNBC.com,,"NBC News' Ken Dilanian explains that the FBI could investigate Dr. Christine Blasey Ford's allegation against Judge Brett Kavanaugh not as a criminal matter, but as a standard form of Supreme Court nominee vetting.",left,2018-09-19T15:12:10Z,msnbc,MSNBC,How the FBI could investigate the Brett Kavanaugh allegation,https://www.msnbc.com/velshi-ruhle/watch/how-the-fbi-could-investigate-the-brett-kavanugh-allegation-1324160067557,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_vr_brk_kavanaugh_dilanian_180919_1920x1080.1200;630;7;70;5.jpg
713,MSNBC.com,,The president could have the FBI investigate the sex assault allegation against Brett Kavanaugh – and it would help if he’s innocent. Stephanie Ruhle and Ali Velshi tell President Trump why he should call on the FBI. Weighing in: Former FBI Senior Official an…,left,2018-09-20T18:00:19Z,msnbc,MSNBC,Why wouldn't Brett Kavanaugh want the FBI to investigate?,https://www.msnbc.com/velshi-ruhle/watch/why-wouldn-t-brett-kavanaugh-want-the-fbi-to-investigate-1325240899838,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_vr_dblock_180920_1920x1080.1200;630;7;70;5.jpg
714,MSNBC.com,,"Rachel Maddow outlines the historic depth of the unpopularity of Donald Trump's pick for Supreme Court, Brett Kavanaugh, and and unearths audio of Kavanaugh looking for legalistic excuses to keep a 17-year-old pregnant immigrant from exercising her constituti…",left,2018-09-04T03:08:35Z,msnbc,MSNBC,U.S. women see reason to reject Trump SCOTUS pick Brett Kavanaugh,https://www.msnbc.com/rachel-maddow/watch/u-s-women-see-reason-to-reject-trump-scotus-pick-brett-kavanaugh-1312253507647,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_awomen_180903_1920x1080.1200;630;7;70;5.jpg
715,MSNBC.com,,"More Americans oppose the nomination of Brett Kavanaugh to the Supreme Court than support it, according to new NBC News/WSJ numbers. The Morning Joe panel digs into the numbers.",left,2018-09-21T10:34:06Z,msnbc,MSNBC,Number opposing Kavanaugh confirmation rises,https://www.msnbc.com/morning-joe/watch/number-opposing-kavanaugh-confirmation-rises-1325843011833,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mj_first_180921_1920x1080.1200;630;7;70;5.jpg
716,MSNBC.com,,"Christine Blasey Ford, the woman who accused Supreme Court nominee Brett Kavanaugh of sexual assault at a party in high school, has accepted a request to testify before the senate judiciary committee.",left,2018-09-22T18:43:08Z,msnbc,MSNBC,Kavanaugh accuser agrees to testify,http://www.msnbc.com/velshi-ruhle/watch/kavanaugh-accuser-christine-blasey-ford-will-testify-before-the-senate-judiciary-committee-1326882883556,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_vr_drford_testify_180922_1920x1080.1200;630;7;70;5.jpg
717,MSNBC.com,,"Many Congressional Democrats are requesting the hearings for Trump's SCOTUS pick, Brett Kavanaugh, be delayed until after the midterms or the end of the Mueller investigation. Sen. Chris Coons, D-Del., weighs in on the matter.",left,2018-08-24T11:55:21Z,msnbc,MSNBC,Senator expresses his concerns with Kavanaugh,https://www.msnbc.com/morning-joe/watch/senator-expresses-his-concerns-with-kavanaugh-1305619011636,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201808/n_mj_coons_180824_1920x1080.1200;630;7;70;5.jpg
718,MSNBC.com,,"In his Trump Watch, Chris Matthews says that the Supreme Court nomination of Brett Kavanaugh will now come “down to whether this President is willing to accept facts.”",left,2018-09-18T00:01:51Z,msnbc,MSNBC,Matthews: Kavanaugh nomination is all about Trump,https://www.msnbc.com/hardball/watch/chris-matthews-brett-kavanaugh-s-nomination-is-all-about-trump-1322761795902,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hardball_matthews_180917_1920x1080.1200;630;7;70;5.jpg
719,MSNBC.com,,"Christine Blasey Ford, the woman who accused Brett Kavanaugh of sexual assault, says she wants an FBI probe into the incident before she testifies at a Senate hearing.",left,2018-09-19T00:47:29Z,msnbc,MSNBC,Kavanaugh accuser wants FBI investigation before hearing,https://www.msnbc.com/all-in/watch/kavanaugh-accuser-wants-fbi-investigation-before-hearing-1323726915924,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hayes_bnytkavanaughfbi_180918_1920x1080.1200;630;7;70;5.jpg
720,Steve Benen,"Asked at a White House event yesterday about the sexual assault allegation against Judge Brett Kavanaugh, Donald Trump said, “We should go through a process, because there shouldn’t even be a little doubt.” That probably isn’t what Republicans wanted the pres… [+1406 chars]","""We'll have to make a decision"" suggests the White House's support for Brett Kavanaugh's nomination isn't exactly rock solid.",left,2018-09-19T14:40:36Z,msnbc,MSNBC,Trump suggests a 'credible showing' from...,http://www.msnbc.com/rachel-maddow-show/trump-suggests-credible-showing-accuser-may-derail-kavanaugh,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/afp_17e7gp.jpg?itok=KmpEIZG0
721,Steve Benen,"Vice President Mike Pence has watched the Senate prepare to consider Judge Brett Kavanaugh’s Supreme Court nomination, and he wants everyone to know he’s disappointed by those rascally Democrats and their disrespectful posture. Vice President Mike Pence blame… [+2013 chars]","Vice President Mike Pence thinks Democrats should be more ""respectful"" of qualified Supreme Court nominees. Where was he in 2016?",left,2018-08-29T14:00:28Z,msnbc,MSNBC,Pence wants Dems to be more 'respectful'...,http://www.msnbc.com/rachel-maddow-show/pence-wants-dems-be-more-respectful-trumps-supreme-court-pick,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/pence_nashville_85450.jpg-9ae15.jpg?itok=GDfBe2PN
722,MSNBC.com,,Accusations against Supreme Court nominee Brett Kavanaugh are reminiscent of the Anita Hill/Clarence Thomas accusation. How will Senate Republicans react? David Jolly and Jonathan Capehart join Lawrence.,left,2018-09-14T03:27:11Z,msnbc,MSNBC,Supreme Ct nominee accusations put Senate GOP in spotlight,https://www.msnbc.com/the-last-word/watch/supreme-ct-nominee-accusations-put-senate-gop-in-spotlight-1320164419802,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_lw_dkavanaugh_180913_1920x1080.1200;630;7;70;5.jpg
723,MSNBC.com,,Sen. Tammy Duckworth (D-Ill.) joins MTP Daily to discuss the sexual assault allegations against Brett Kavanaugh and delaying the confirmation votes.,left,2018-09-17T21:50:14Z,msnbc,MSNBC,Full Duckworth: Senate has to ‘set an example’ by taking Kavanaugh allegations seriously,https://www.msnbc.com/mtp-daily/watch/full-duckworth-senate-has-to-set-an-example-by-taking-kavanaugh-allegations-seriously-1322642499846,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mtpd_full_duckworth_180917_1920x1080.1200;630;7;70;5.jpg
724,MSNBC.com,,"WaPo’s Ashley Parker, Robert Costa, & Seung Min Kim and The Weekly Standard’s Charlie Sykes  discuss the recent allegations of sexual assault against Supreme Court nominee Brett Kavanaugh",left,2018-09-17T22:02:52Z,msnbc,MSNBC,Will GOP delay Kavanaugh nomination amid explosive allegation?,https://www.msnbc.com/deadline-white-house/watch/will-gop-delay-kavanaugh-nomination-amid-explosive-allegation-1322653763827,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_wh_deadline_parker_180917_1920x1080.1200;630;7;70;5.jpg
725,MSNBC.com,,Sen. John Kennedy (R-La.) speaks to Chuck about a possible hearing with Dr. Blasey Ford and Brett Kavanaugh and how it may impact his vote.,left,2018-09-18T21:34:26Z,msnbc,MSNBC,"Kennedy: If Dr. Ford's allegation is credible, 'of course' it affects my vote",https://www.msnbc.com/mtp-daily/watch/kennedy-if-dr-ford-s-allegation-is-credible-of-course-it-affects-my-vote-1323579459638,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mtpd_clip_kennedykav_180918_1920x1080.1200;630;7;70;5.jpg
726,MSNBC.com,,"Mark Judge, friend of Brett Kavanaugh, told the Senate Judiciary Committee in a letter that he had ""no memory"" of the incident. And he said he won't testify.",left,2018-09-18T23:20:26Z,msnbc,MSNBC,Witness says ‘he has no memory’ of alleged incident with Kavanaugh,https://www.msnbc.com/hardball/watch/witness-says-he-has-no-memory-of-alleged-incident-with-kavanaugh-1323667011669,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hardball_mike_180918_1537313360510.1200;630;7;70;5.jpg
727,MSNBC.com,,"Carrie Severino, Chief Counsel & Policy Director for the Judicial Crisis Network who clerked for Justice Clarence Thomas, joins Craig Melvin to discuss the allegations against Brett Kavanaugh.",left,2018-09-20T18:22:41Z,msnbc,MSNBC,Fmr. Clerk for Clarence Thomas weighs in on Kavanaugh allegations,https://www.msnbc.com/craig-melvin/watch/fmr-clerk-for-clarence-thomas-weighs-in-on-kavanaugh-allegations-1325265475591,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_melvin_kavanaugh_180920_1920x1080.1200;630;7;70;5.jpg
728,MSNBC.com,,"Donald Trump’s Supreme Court pick Brett Kavanaugh was described as ‘a partisan warrior’ by journalist David Brock, who penned an opinion alleging Kavanaugh is ‘in his bones a Republican operative’—not impartial. Joy Reid is joined by Brock on his allegations,…",left,2018-09-09T16:39:27Z,msnbc,MSNBC,David Brock: Kavanaugh’s shown behavior you don’t want in Supreme Court justice,https://www.msnbc.com/am-joy/watch/trump-s-supreme-court-pick-brett-kavanaugh-called-gop-partisan-warrior-1316253763804,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_joy_brettkavanaugh_180909_1920x1080.1200;630;7;70;5.jpg
729,MSNBC.com,,"Senate Republicans are asking for Supreme Court nominee Brett Kavanaugh's accuser, Christine Blasey Ford, to testify earlier next week Wednesday.",left,2018-09-21T17:28:40Z,msnbc,MSNBC,"GOP counteroffer makes request for Wednesday Ford, Kavanaugh hearing",https://www.msnbc.com/craig-melvin/watch/gop-counteroffer-makes-request-for-wednesday-ford-kavanaugh-hearing-1326108227856,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_melvin_brk_kavanaugh_180921_1920x1080.1200;630;7;70;5.jpg
730,MSNBC.com,,"Following several tweets about Judge Brett Kavanaugh’s accuser, President Trump has made his position on the situation clear. Stephanie Ruhle is joined by CNBC Contributor Ron Insana, Democratic Strategist Basil Smikle, ShareBlue Media Executive Editor Jess M…",left,2018-09-21T14:35:23Z,msnbc,MSNBC,Trump questions Kavanaugh accuser’s credibility,https://www.msnbc.com/stephanie-ruhle/watch/trump-questions-kavanaugh-accuser-s-credibility-1325975107823,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_panel_180921_1920x1080.1200;630;7;70;5.jpg
731,MSNBC.com,,"President Donald Trump confirmed reports that White House Counsel Don McGahn will be leaving the president's administration in the fall. In a tweet, Trump said that he hopes McGahn will depart after Supreme Court nominee Brett Kavanaugh is confirmed.",left,2018-08-29T14:50:02Z,msnbc,MSNBC,WH Counsel Don McGahn to leave Trump administration in the fall,https://www.msnbc.com/hallie-jackson/watch/trump-white-house-counsel-don-mcgahn-to-exit-in-the-fall-1308905027748,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201808/n_hallie_brk_donmcgahn_180829_1920x1080.1200;630;7;70;5.jpg
732,MSNBC.com,,"Supreme Court nominee Brett Kavanaugh begins his confirmation process on Tuesday with a hearing before the Senate Judiciary Committee, and Democrats have been unsuccessful in attempts to delay the process.",left,2018-09-03T00:00:06Z,msnbc,MSNBC,Democrats gaining little traction to stop Kavanaugh ahead of hearings,https://www.msnbc.com/kasie-dc/watch/sabato-democrats-face-arguably-the-worst-map-for-senate-elections-1311721539678,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hunt_7ablock_180902_1920x1080.1200;630;7;70;5.jpg
733,MSNBC.com,,Rachel Maddow outlines the strategy by Democrats on the Senate Judiciary Committee to highlight specific problems with Brett Kavanaugh as a Supreme Court candidate that have the potential to turn some of their Republican colleagues to vote no.,left,2018-09-07T03:52:33Z,msnbc,MSNBC,Democrats aim for potential cracks in GOP support for Kavanaugh,https://www.msnbc.com/rachel-maddow/watch/democrats-aim-for-potential-cracks-in-gop-support-for-kavanaugh-1314744387947,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_arepublicans_180906_1920x1080.1200;630;7;70;5.jpg
734,MSNBC.com,,"Rep. Eric Swalwell talks with Rachel Maddow about why the Trump Russia investigation should not just preclude Donald Trump from naming a Supreme Court justice, but should also rule out Brett Kavanaugh.",left,2018-09-07T03:51:26Z,msnbc,MSNBC,Swalwell: Kavanaugh 'the wrong judge at the wrong time',https://www.msnbc.com/rachel-maddow/watch/swalwell-kavanaugh-the-wrong-judge-at-the-wrong-time-1314745923519,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_dswalwell_180906_1920x1080.1200;630;7;70;5.jpg
735,MSNBC.com,,"President Donald Trump says it's important to hear from Supreme Court nominee Brett Kavanugh's accuser, and says it would be ""unfortunate"" if she doesn't show up.",left,2018-09-19T14:00:55Z,msnbc,MSNBC,Trump: It would be unfortunate if Kavanaugh accuser doesn't testify,https://www.msnbc.com/stephanie-ruhle/watch/trump-it-would-be-unfortunate-if-kavanaugh-accuser-doesn-t-show-up-for-hearing-1324110915639,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_brk_180919_1920x1080.1200;630;7;70;5.jpg
736,MSNBC.com,,"A new book by Investigative Washington Post journalist, Bob Woodward, who is known for much of the original reporting on Nixon’s Watergate scandal, alleges Trump’s closest staffers overlap with the core Trump resistance, both saying President Trump is a liar …",left,2018-09-04T23:48:17Z,msnbc,MSNBC,Michael Eric Dyson: Trump is a 'lethal liar',https://www.msnbc.com/the-beat-with-ari-melber/watch/michael-eric-dyson-trump-is-a-lethal-liar-1312890947681,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ari_dyson_180904_1920x1080.1200;630;7;70;5.jpg
737,MSNBC.com,,Democrats are investigating a new allegation of sexual misconduct against Supreme Court nominee Brett Kavanaugh during his days at Yale University.,left,2018-09-24T00:16:02Z,msnbc,MSNBC,New allegations against SCOTUS nominee Brett Kavanaugh,https://www.msnbc.com/kasie-dc/watch/democrats-investigating-another-allegation-against-scotus-nominee-brett-kavanaugh-1327437891727,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hunt_brk_kavanaugh_second_allegation_180923_1920x1080.1200;630;7;70;5.jpg
738,MSNBC.com,,"President Trump praises his Supreme Court nominee, Brett Kavanaugh, while refusing to order an FBI probe into the allegations of sexual assault made against him, by Professor Christine Blasey Ford. The GOP have given Professor Ford a deadline, saying she must…",left,2018-09-19T23:23:01Z,msnbc,MSNBC,Ultimatum: GOP give Kavanaugh accuser a deadline to speak,https://www.msnbc.com/the-beat-with-ari-melber/watch/ultimatum-gop-give-kavanaugh-accuser-a-deadline-to-speak-1324587075538,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ari_kavanaugh_180919_1920x1080.1200;630;7;70;5.jpg
739,MSNBC.com,,"Trump’s Supreme Court nominee, Brett Kavanaugh, faces an eruption of turmoil threatening to derail his nomination, after being accused of sexual assault by Professor Christine Blasey Ford. Democrats demand the FBI re-open its investigation into Kavanaugh, as …",left,2018-09-18T23:40:53Z,msnbc,MSNBC,Rep. Speier: Women see Kavanaugh hearings as 'a rigged operation',https://www.msnbc.com/the-beat-with-ari-melber/watch/rep-speier-women-see-kavanaugh-hearings-as-a-rigged-operation-1323679811580,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ari_speier_180918_1920x1080.1200;630;7;70;5.jpg
740,MSNBC.com,,"Brett Kavanaugh is facing even bigger implications after a second woman came forward accusing him of sexual misconduct – this time, when Kavanaugh was in college. Stephanie Ruhle breaks down what we know of Deborah Ramirez’s accusation.",left,2018-09-24T15:55:21Z,msnbc,MSNBC,A second woman accuses Brett Kavanaugh of sexual misconduct,https://www.msnbc.com/stephanie-ruhle/watch/a-second-woman-accuses-brett-kavanaugh-of-sexual-misconduct-1327833155785,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_a3_180924_1920x1080.1200;630;7;70;5.jpg
741,MSNBC.com,,"Chuck Todd, NBC News Moderator on Meet the Press, shares his insight into Judge Brett Kavanaugh's latest controversy: ""The White House will defend Kavanaugh as much as he defends himself - I think you got to look at Judge Kavanaugh as a day to day proposition…",left,2018-09-18T17:25:25Z,msnbc,MSNBC,Chuck Todd: 'Look at Judge Kavanaugh as a day to day proposition',https://www.msnbc.com/hallie-jackson/watch/will-the-white-house-defend-kavanaugh-through-latest-controversy-1323365443536,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hallie_kavanaugh_180918_1920x1080.1200;630;7;70;5.jpg
742,MSNBC.com,,"Actress Alia Shawkat, and Vox Media’s Liz Plank join Ari Melber for Fallback Friday on “The Beat”. Shawkat says computer-generated Instagram model need to fall back for “messing with” reality, and Liz Plank calls out toxic masculinity and commends Michael Phe…",left,2018-09-07T23:57:38Z,msnbc,MSNBC,"Fallback Friday: Sen. Collins, Insta bots and toxic masculinity",https://www.msnbc.com/the-beat-with-ari-melber/watch/fallback-friday-sen-collins-insta-bots-and-toxic-masculinity-1315497027769,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ari_shawkat_180907_1920x1080.1200;630;7;70;5.jpg
743,Steve Benen,"Today’s edition of quick hits: * North Carolina : “ Florence’s floodwaters breached a dam holding back a large reservoir at a Wilmington power plant Friday, and coal ash from an adjacent dump could be flowing into the nearby Cape Fear River.” * By one account… [+2312 chars]",Today's edition of quick hits.,left,2018-09-21T21:30:13Z,msnbc,MSNBC,"Friday's Mini-Report, 9.21.18",http://www.msnbc.com/rachel-maddow-show/fridays-mini-report-92118,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/maddow_theminireport_general.png?itok=yLUr4wsw
744,MSNBC.com,,"Samantha Guerry describes the reputation for credibility of her longtime friend Christine Blasey Ford, who has accused Judge Brett Kavanaugh of sexually assaulting her when they were in high school.",left,2018-09-19T18:55:54Z,msnbc,MSNBC,Friend of Kavanaugh accuser speaks in her defense,https://www.msnbc.com/andrea-mitchell-reports/watch/friend-of-kavanaugh-accuser-speaks-in-her-defense-1324353603954,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mitchell_brk_kavanaugh_180819_1920x1080.1200;630;7;70;5.jpg
